building_idx,building_name,sample_index,absolute_time_step,day_index,day_of_month,hour_of_day,electrical_storage_soc
3,resstock-amy2018-2021-release-1-199613,354,354,14,15,18,0.35134193301200867
4,resstock-amy2018-2021-release-1-20199,354,354,14,15,18,0.9747586250305176
5,resstock-amy2018-2021-release-1-216895,354,354,14,15,18,0.358476459980011
6,resstock-amy2018-2021-release-1-223581,354,354,14,15,18,0.9540310502052307
7,resstock-amy2018-2021-release-1-245723,354,354,14,15,18,0.972768247127533
8,resstock-amy2018-2021-release-1-247942,354,354,14,15,18,0.43676021695137024
9,resstock-amy2018-2021-release-1-319918,354,354,14,15,18,0.9970750212669373
10,resstock-amy2018-2021-release-1-376570,354,354,14,15,18,0.09918166697025299
11,resstock-amy2018-2021-release-1-408344,354,354,14,15,18,0.14254696667194366
12,resstock-amy2018-2021-release-1-409896,354,354,14,15,18,0.4210953712463379
13,resstock-amy2018-2021-release-1-411001,354,354,14,15,18,0.9988133311271667
14,resstock-amy2018-2021-release-1-425540,354,354,14,15,18,0.06911672651767731
15,resstock-amy2018-2021-release-1-4421,354,354,14,15,18,0.9980505704879761
16,resstock-amy2018-2021-release-1-460412,354,354,14,15,18,0.09056337177753448
17,resstock-amy2018-2021-release-1-467125,354,354,14,15,18,0.09996920078992844
18,resstock-amy2018-2021-release-1-481052,354,354,14,15,18,0.4079242944717407
19,resstock-amy2018-2021-release-1-485614,354,354,14,15,18,0.1933804303407669
20,resstock-amy2018-2021-release-1-498771,354,354,14,15,18,0.8523738980293274
21,resstock-amy2018-2021-release-1-525859,354,354,14,15,18,0.3147497773170471
22,resstock-amy2018-2021-release-1-538628,354,354,14,15,18,0.9116173982620239
23,resstock-amy2018-2021-release-1-76701,354,354,14,15,18,0.998420000076294
24,resstock-amy2018-2021-release-1-88386,354,354,14,15,18,0.24617742002010345
0,resstock-amy2018-2021-release-1-112208,355,355,14,15,19,0.4509858787059784
1,resstock-amy2018-2021-release-1-147002,355,355,14,15,19,0.9994999170303345
2,resstock-amy2018-2021-release-1-179247,355,355,14,15,19,0.9969849586486816
3,resstock-amy2018-2021-release-1-199613,355,355,14,15,19,0.25987476110458374
4,resstock-amy2018-2021-release-1-20199,355,355,14,15,19,0.9446959495544434
5,resstock-amy2018-2021-release-1-216895,355,355,14,15,19,0.3767462968826294
6,resstock-amy2018-2021-release-1-223581,355,355,14,15,19,0.9965246915817261
7,resstock-amy2018-2021-release-1-245723,355,355,14,15,19,0.9564785957336426
8,resstock-amy2018-2021-release-1-247942,355,355,14,15,19,0.6248747706413269
9,resstock-amy2018-2021-release-1-319918,355,355,14,15,19,0.9970747232437134
10,resstock-amy2018-2021-release-1-376570,355,355,14,15,19,0.18264293670654297
11,resstock-amy2018-2021-release-1-408344,355,355,14,15,19,0.1417389214038849
12,resstock-amy2018-2021-release-1-409896,355,355,14,15,19,0.24384020268917084
13,resstock-amy2018-2021-release-1-411001,355,355,14,15,19,0.9991900324821472
14,resstock-amy2018-2021-release-1-425540,355,355,14,15,19,0.0398918017745018
15,resstock-amy2018-2021-release-1-4421,355,355,14,15,19,0.9980504512786865
16,resstock-amy2018-2021-release-1-460412,355,355,14,15,19,0.0
17,resstock-amy2018-2021-release-1-467125,355,355,14,15,19,0.09993921220302582
18,resstock-amy2018-2021-release-1-481052,355,355,14,15,19,0.47155460715293884
19,resstock-amy2018-2021-release-1-485614,355,355,14,15,19,0.23096950352191925
20,resstock-amy2018-2021-release-1-498771,355,355,14,15,19,0.42215946316719055
21,resstock-amy2018-2021-release-1-525859,355,355,14,15,19,0.1525982916355133
22,resstock-amy2018-2021-release-1-538628,355,355,14,15,19,0.6712151765823364
23,resstock-amy2018-2021-release-1-76701,355,355,14,15,19,0.9986855983734131
24,resstock-amy2018-2021-release-1-88386,355,355,14,15,19,0.34903383255004883
0,resstock-amy2018-2021-release-1-112208,356,356,14,15,20,0.519195556640625
1,resstock-amy2018-2021-release-1-147002,356,356,14,15,20,0.9994998574256897
2,resstock-amy2018-2021-release-1-179247,356,356,14,15,20,0.998094379901886
3,resstock-amy2018-2021-release-1-199613,356,356,14,15,20,0.16859927773475647
4,resstock-amy2018-2021-release-1-20199,356,356,14,15,20,0.9654543995857239
5,resstock-amy2018-2021-release-1-216895,356,356,14,15,20,0.46776536107063293
6,resstock-amy2018-2021-release-1-223581,356,356,14,15,20,0.9982666969299316
7,resstock-amy2018-2021-release-1-245723,356,356,14,15,20,0.9647046327590942
8,resstock-amy2018-2021-release-1-247942,356,356,14,15,20,0.3841437101364136
9,resstock-amy2018-2021-release-1-319918,356,356,14,15,20,0.9970744848251343
10,resstock-amy2018-2021-release-1-376570,356,356,14,15,20,0.26514410972595215
11,resstock-amy2018-2021-release-1-408344,356,356,14,15,20,0.14093545079231262
12,resstock-amy2018-2021-release-1-409896,356,356,14,15,20,0.21098114550113678
13,resstock-amy2018-2021-release-1-411001,356,356,14,15,20,0.9992239475250244
14,resstock-amy2018-2021-release-1-425540,356,356,14,15,20,0.03983642905950546
15,resstock-amy2018-2021-release-1-4421,356,356,14,15,20,0.8812727928161621
16,resstock-amy2018-2021-release-1-460412,356,356,14,15,20,0.0
17,resstock-amy2018-2021-release-1-467125,356,356,14,15,20,0.0999092310667038
18,resstock-amy2018-2021-release-1-481052,356,356,14,15,20,0.5345173478126526
19,resstock-amy2018-2021-release-1-485614,356,356,14,15,20,0.2681474983692169
20,resstock-amy2018-2021-release-1-498771,356,356,14,15,20,0.9058078527450562
21,resstock-amy2018-2021-release-1-525859,356,356,14,15,20,0.29925522208213806
22,resstock-amy2018-2021-release-1-538628,356,356,14,15,20,0.9872673153877258
23,resstock-amy2018-2021-release-1-76701,356,356,14,15,20,0.9987027049064636
24,resstock-amy2018-2021-release-1-88386,356,356,14,15,20,0.30615875124931335
0,resstock-amy2018-2021-release-1-112208,357,357,14,15,21,0.5865885615348816
1,resstock-amy2018-2021-release-1-147002,357,357,14,15,21,0.9994997978210449
2,resstock-amy2018-2021-release-1-179247,357,357,14,15,21,0.9981402158737183
3,resstock-amy2018-2021-release-1-199613,357,357,14,15,21,0.0991138219833374
4,resstock-amy2018-2021-release-1-20199,357,357,14,15,21,0.983590841293335
5,resstock-amy2018-2021-release-1-216895,357,357,14,15,21,0.3704511821269989
6,resstock-amy2018-2021-release-1-223581,357,357,14,15,21,0.9983586072921753
7,resstock-amy2018-2021-release-1-245723,357,357,14,15,21,0.9720441102981567
8,resstock-amy2018-2021-release-1-247942,357,357,14,15,21,0.600823163986206
9,resstock-amy2018-2021-release-1-319918,357,357,14,15,21,0.9970741868019104
10,resstock-amy2018-2021-release-1-376570,357,357,14,15,21,0.3466958999633789
11,resstock-amy2018-2021-release-1-408344,357,357,14,15,21,0.14013653993606567
12,resstock-amy2018-2021-release-1-409896,357,357,14,15,21,0.21054984629154205
13,resstock-amy2018-2021-release-1-411001,357,357,14,15,21,0.999226987361908
14,resstock-amy2018-2021-release-1-425540,357,357,14,15,21,0.03978113457560539
15,resstock-amy2018-2021-release-1-4421,357,357,14,15,21,0.7952372431755066
16,resstock-amy2018-2021-release-1-460412,357,357,14,15,21,0.0
17,resstock-amy2018-2021-release-1-467125,357,357,14,15,21,0.09987925738096237
18,resstock-amy2018-2021-release-1-481052,357,357,14,15,21,0.5968194007873535
19,resstock-amy2018-2021-release-1-485614,357,357,14,15,21,0.30491888523101807
20,resstock-amy2018-2021-release-1-498771,357,357,14,15,21,0.994090735912323
21,resstock-amy2018-2021-release-1-525859,357,357,14,15,21,0.14967451989650726
22,resstock-amy2018-2021-release-1-538628,357,357,14,15,21,0.9969018697738647
23,resstock-amy2018-2021-release-1-76701,357,357,14,15,21,0.99870365858078
24,resstock-amy2018-2021-release-1-88386,357,357,14,15,21,0.17671170830726624
0,resstock-amy2018-2021-release-1-112208,358,358,14,15,22,0.6531745195388794
1,resstock-amy2018-2021-release-1-147002,358,358,14,15,22,0.9994997978210449
2,resstock-amy2018-2021-release-1-179247,358,358,14,15,22,0.9981418251991272
3,resstock-amy2018-2021-release-1-199613,358,358,14,15,22,0.09833043068647385
4,resstock-amy2018-2021-release-1-20199,358,358,14,15,22,0.9977613091468811
5,resstock-amy2018-2021-release-1-216895,358,358,14,15,22,0.461513489484787
6,resstock-amy2018-2021-release-1-223581,358,358,14,15,22,0.9983633160591125
7,resstock-amy2018-2021-release-1-245723,358,358,14,15,22,0.9785958528518677
8,resstock-amy2018-2021-release-1-247942,358,358,14,15,22,0.35974714159965515
9,resstock-amy2018-2021-release-1-319918,358,358,14,15,22,0.9970739483833313
10,resstock-amy2018-2021-release-1-376570,358,358,14,15,22,0.4273088574409485
11,resstock-amy2018-2021-release-1-408344,358,358,14,15,22,0.13934215903282166
12,resstock-amy2018-2021-release-1-409896,358,358,14,15,22,0.10557014495134354
13,resstock-amy2018-2021-release-1-411001,358,358,14,15,22,0.9992272257804871
14,resstock-amy2018-2021-release-1-425540,358,358,14,15,22,0.03972591459751129
15,resstock-amy2018-2021-release-1-4421,358,358,14,15,22,0.27649909257888794
16,resstock-amy2018-2021-release-1-460412,358,358,14,15,22,0.0
17,resstock-amy2018-2021-release-1-467125,358,358,14,15,22,0.09984929114580154
18,resstock-amy2018-2021-release-1-481052,358,358,14,15,22,0.6584674715995789
19,resstock-amy2018-2021-release-1-485614,358,358,14,15,22,0.34128808975219727
20,resstock-amy2018-2021-release-1-498771,358,358,14,15,22,0.9975858330726624
21,resstock-amy2018-2021-release-1-525859,358,358,14,15,22,0.20355792343616486
22,resstock-amy2018-2021-release-1-538628,358,358,14,15,22,0.9973849654197693
23,resstock-amy2018-2021-release-1-76701,358,358,14,15,22,0.9987035989761353
24,resstock-amy2018-2021-release-1-88386,358,358,14,15,22,0.035562220960855484
0,resstock-amy2018-2021-release-1-112208,359,359,14,15,23,0.7189629077911377
1,resstock-amy2018-2021-release-1-147002,359,359,14,15,23,0.9994997382164001
2,resstock-amy2018-2021-release-1-179247,359,359,14,15,23,0.9981415271759033
3,resstock-amy2018-2021-release-1-199613,359,359,14,15,23,0.18297937512397766
4,resstock-amy2018-2021-release-1-20199,359,359,14,15,23,0.9992827773094177
5,resstock-amy2018-2021-release-1-216895,359,359,14,15,23,0.364168643951416
6,resstock-amy2018-2021-release-1-223581,359,359,14,15,23,0.9983633160591125
7,resstock-amy2018-2021-release-1-245723,359,359,14,15,23,0.9844470620155334
8,resstock-amy2018-2021-release-1-247942,359,359,14,15,23,0.5768404006958008
9,resstock-amy2018-2021-release-1-319918,359,359,14,15,23,0.9970736503601074
10,resstock-amy2018-2021-release-1-376570,359,359,14,15,23,0.5069934129714966
11,resstock-amy2018-2021-release-1-408344,359,359,14,15,23,0.13855227828025818
12,resstock-amy2018-2021-release-1-409896,359,359,14,15,23,0.09969357401132584
13,resstock-amy2018-2021-release-1-411001,359,359,14,15,23,0.9992271661758423
14,resstock-amy2018-2021-release-1-425540,359,359,14,15,23,0.03967077285051346
15,resstock-amy2018-2021-release-1-4421,359,359,14,15,23,0.763246476650238
16,resstock-amy2018-2021-release-1-460412,359,359,14,15,23,0.0
17,resstock-amy2018-2021-release-1-467125,359,359,14,15,23,0.09981933981180191
18,resstock-amy2018-2021-release-1-481052,359,359,14,15,23,0.7194682955741882
19,resstock-amy2018-2021-release-1-485614,359,359,14,15,23,0.3772594928741455
20,resstock-amy2018-2021-release-1-498771,359,359,14,15,23,0.9978106021881104
21,resstock-amy2018-2021-release-1-525859,359,359,14,15,23,0.15083752572536469
22,resstock-amy2018-2021-release-1-538628,359,359,14,15,23,0.997410237789154
23,resstock-amy2018-2021-release-1-76701,359,359,14,15,23,0.9317646622657776
24,resstock-amy2018-2021-release-1-88386,359,359,14,15,23,0.0
0,resstock-amy2018-2021-release-1-112208,360,360,15,16,0,0.7839630842208862
1,resstock-amy2018-2021-release-1-147002,360,360,15,16,0,0.9510708451271057
2,resstock-amy2018-2021-release-1-179247,360,360,15,16,0,0.998035192489624
3,resstock-amy2018-2021-release-1-199613,360,360,15,16,0,0.2665569484233856
4,resstock-amy2018-2021-release-1-20199,360,360,15,16,0,0.9993749856948853
5,resstock-amy2018-2021-release-1-216895,360,360,15,16,0,0.2663460671901703
6,resstock-amy2018-2021-release-1-223581,360,360,15,16,0,0.9351046085357666
7,resstock-amy2018-2021-release-1-245723,360,360,15,16,0,0.9896747469902039
8,resstock-amy2018-2021-release-1-247942,360,360,15,16,0,0.33542025089263916
9,resstock-amy2018-2021-release-1-319918,360,360,15,16,0,0.8166018128395081
10,resstock-amy2018-2021-release-1-376570,360,360,15,16,0,0.5857599377632141
11,resstock-amy2018-2021-release-1-408344,360,360,15,16,0,0.13776688277721405
12,resstock-amy2018-2021-release-1-409896,360,360,15,16,0,0.09940770268440247
13,resstock-amy2018-2021-release-1-411001,360,360,15,16,0,0.9992271661758423
14,resstock-amy2018-2021-release-1-425540,360,360,15,16,0,0.03961570933461189
15,resstock-amy2018-2021-release-1-4421,360,360,15,16,0,0.2434672862291336
16,resstock-amy2018-2021-release-1-460412,360,360,15,16,0,0.0
17,resstock-amy2018-2021-release-1-467125,360,360,15,16,0,0.09978939592838287
18,resstock-amy2018-2021-release-1-481052,360,360,15,16,0,0.7798284888267517
19,resstock-amy2018-2021-release-1-485614,360,360,15,16,0,0.3334633708000183
20,resstock-amy2018-2021-release-1-498771,360,360,15,16,0,0.8331444263458252
21,resstock-amy2018-2021-release-1-525859,360,360,15,16,0,0.1497613787651062
22,resstock-amy2018-2021-release-1-538628,360,360,15,16,0,0.8728522062301636
23,resstock-amy2018-2021-release-1-76701,360,360,15,16,0,0.8164530992507935
24,resstock-amy2018-2021-release-1-88386,360,360,15,16,0,0.0
0,resstock-amy2018-2021-release-1-112208,361,361,15,16,1,0.7916507124900818
1,resstock-amy2018-2021-release-1-147002,361,361,15,16,1,0.8747878074645996
2,resstock-amy2018-2021-release-1-179247,361,361,15,16,1,0.9981363415718079
3,resstock-amy2018-2021-release-1-199613,361,361,15,16,1,0.34907639026641846
4,resstock-amy2018-2021-release-1-20199,361,361,15,16,1,0.9993804693222046
5,resstock-amy2018-2021-release-1-216895,361,361,15,16,1,0.16804282367229462
6,resstock-amy2018-2021-release-1-223581,361,361,15,16,1,0.9260104894638062
7,resstock-amy2018-2021-release-1-245723,361,361,15,16,1,0.9943469762802124
8,resstock-amy2018-2021-release-1-247942,361,361,15,16,1,0.09052890539169312
9,resstock-amy2018-2021-release-1-319918,361,361,15,16,1,0.990020215511322
10,resstock-amy2018-2021-release-1-376570,361,361,15,16,1,0.6636186838150024
11,resstock-amy2018-2021-release-1-408344,361,361,15,16,1,0.1369859278202057
12,resstock-amy2018-2021-release-1-409896,361,361,15,16,1,0.09912265092134476
13,resstock-amy2018-2021-release-1-411001,361,361,15,16,1,0.9992271065711975
14,resstock-amy2018-2021-release-1-425540,361,361,15,16,1,0.039560720324516296
15,resstock-amy2018-2021-release-1-4421,361,361,15,16,1,0.7313356399536133
16,resstock-amy2018-2021-release-1-460412,361,361,15,16,1,0.0
17,resstock-amy2018-2021-release-1-467125,361,361,15,16,1,0.09975945949554443
18,resstock-amy2018-2021-release-1-481052,361,361,15,16,1,0.8395546078681946
19,resstock-amy2018-2021-release-1-485614,361,361,15,16,1,0.2899377644062042
20,resstock-amy2018-2021-release-1-498771,361,361,15,16,1,0.7008191347122192
21,resstock-amy2018-2021-release-1-525859,361,361,15,16,1,0.1495247632265091
22,resstock-amy2018-2021-release-1-538628,361,361,15,16,1,0.8320149779319763
23,resstock-amy2018-2021-release-1-76701,361,361,15,16,1,0.7223464250564575
24,resstock-amy2018-2021-release-1-88386,361,361,15,16,1,0.0
0,resstock-amy2018-2021-release-1-112208,362,362,15,16,2,0.7115769386291504
1,resstock-amy2018-2021-release-1-147002,362,362,15,16,2,0.7561958432197571
2,resstock-amy2018-2021-release-1-179247,362,362,15,16,2,0.9860605597496033
3,resstock-amy2018-2021-release-1-199613,362,362,15,16,2,0.43055078387260437
4,resstock-amy2018-2021-release-1-20199,362,362,15,16,2,0.9993805885314941
5,resstock-amy2018-2021-release-1-216895,362,362,15,16,2,0.06925594061613083
6,resstock-amy2018-2021-release-1-223581,362,362,15,16,2,0.859835147857666
7,resstock-amy2018-2021-release-1-245723,362,362,15,16,2,0.998524010181427
8,resstock-amy2018-2021-release-1-247942,362,362,15,16,2,0.0
9,resstock-amy2018-2021-release-1-319918,362,362,15,16,2,0.996506929397583
10,resstock-amy2018-2021-release-1-376570,362,362,15,16,2,0.5723726749420166
11,resstock-amy2018-2021-release-1-408344,362,362,15,16,2,0.1362094134092331
12,resstock-amy2018-2021-release-1-409896,362,362,15,16,2,0.09883841127157211
13,resstock-amy2018-2021-release-1-411001,362,362,15,16,2,0.9992271065711975
14,resstock-amy2018-2021-release-1-425540,362,362,15,16,2,0.03950580954551697
15,resstock-amy2018-2021-release-1-4421,362,362,15,16,2,0.3654261529445648
16,resstock-amy2018-2021-release-1-460412,362,362,15,16,2,0.0
17,resstock-amy2018-2021-release-1-467125,362,362,15,16,2,0.09972953051328659
18,resstock-amy2018-2021-release-1-481052,362,362,15,16,2,0.8101798295974731
19,resstock-amy2018-2021-release-1-485614,362,362,15,16,2,0.24668094515800476
20,resstock-amy2018-2021-release-1-498771,362,362,15,16,2,0.1786157190799713
21,resstock-amy2018-2021-release-1-525859,362,362,15,16,2,0.14928852021694183
22,resstock-amy2018-2021-release-1-538628,362,362,15,16,2,0.5030950903892517
23,resstock-amy2018-2021-release-1-76701,362,362,15,16,2,0.546794593334198
24,resstock-amy2018-2021-release-1-88386,362,362,15,16,2,0.0
0,resstock-amy2018-2021-release-1-112208,363,363,15,16,3,0.6317372918128967
1,resstock-amy2018-2021-release-1-147002,363,363,15,16,3,0.8141273856163025
2,resstock-amy2018-2021-release-1-179247,363,363,15,16,3,0.8974396586418152
3,resstock-amy2018-2021-release-1-199613,363,363,15,16,3,0.5109930038452148
4,resstock-amy2018-2021-release-1-20199,363,363,15,16,3,0.9993804097175598
5,resstock-amy2018-2021-release-1-216895,363,363,15,16,3,0.11530902981758118
6,resstock-amy2018-2021-release-1-223581,363,363,15,16,3,0.7068466544151306
7,resstock-amy2018-2021-release-1-245723,363,363,15,16,3,0.9994823932647705
8,resstock-amy2018-2021-release-1-247942,363,363,15,16,3,0.15032345056533813
9,resstock-amy2018-2021-release-1-319918,363,363,15,16,3,0.9970311522483826
10,resstock-amy2018-2021-release-1-376570,363,363,15,16,3,0.4811951518058777
11,resstock-amy2018-2021-release-1-408344,363,363,15,16,3,0.13543729484081268
12,resstock-amy2018-2021-release-1-409896,363,363,15,16,3,0.09855499118566513
13,resstock-amy2018-2021-release-1-411001,363,363,15,16,3,0.9992270469665527
14,resstock-amy2018-2021-release-1-425540,363,363,15,16,3,0.03945097327232361
15,resstock-amy2018-2021-release-1-4421,363,363,15,16,3,0.8491535782814026
16,resstock-amy2018-2021-release-1-460412,363,363,15,16,3,0.0
17,resstock-amy2018-2021-release-1-467125,363,363,15,16,3,0.09969960898160934
18,resstock-amy2018-2021-release-1-481052,363,363,15,16,3,0.7473491430282593
19,resstock-amy2018-2021-release-1-485614,363,363,15,16,3,0.20369119942188263
20,resstock-amy2018-2021-release-1-498771,363,363,15,16,3,0.0
21,resstock-amy2018-2021-release-1-525859,363,363,15,16,3,0.16176138818264008
22,resstock-amy2018-2021-release-1-538628,363,363,15,16,3,0.13878598809242249
23,resstock-amy2018-2021-release-1-76701,363,363,15,16,3,0.33989447355270386
24,resstock-amy2018-2021-release-1-88386,363,363,15,16,3,0.09800433367490768
0,resstock-amy2018-2021-release-1-112208,364,364,15,16,4,0.5762277245521545
1,resstock-amy2018-2021-release-1-147002,364,364,15,16,4,0.6626424789428711
2,resstock-amy2018-2021-release-1-179247,364,364,15,16,4,0.9965967535972595
3,resstock-amy2018-2021-release-1-199613,364,364,15,16,4,0.5863786339759827
4,resstock-amy2018-2021-release-1-20199,364,364,15,16,4,0.9993802309036255
5,resstock-amy2018-2021-release-1-216895,364,364,15,16,4,0.016262441873550415
6,resstock-amy2018-2021-release-1-223581,364,364,15,16,4,0.5291380882263184
7,resstock-amy2018-2021-release-1-245723,364,364,15,16,4,0.9995542764663696
8,resstock-amy2018-2021-release-1-247942,364,364,15,16,4,0.0
9,resstock-amy2018-2021-release-1-319918,364,364,15,16,4,0.9970579743385315
10,resstock-amy2018-2021-release-1-376570,364,364,15,16,4,0.40623021125793457
11,resstock-amy2018-2021-release-1-408344,364,364,15,16,4,0.13466955721378326
12,resstock-amy2018-2021-release-1-409896,364,364,15,16,4,0.09827238321304321
13,resstock-amy2018-2021-release-1-411001,364,364,15,16,4,0.999226987361908
14,resstock-amy2018-2021-release-1-425540,364,364,15,16,4,0.03939621150493622
15,resstock-amy2018-2021-release-1-4421,364,364,15,16,4,0.4388066530227661
16,resstock-amy2018-2021-release-1-460412,364,364,15,16,4,0.0
17,resstock-amy2018-2021-release-1-467125,364,364,15,16,4,0.09966970235109329
18,resstock-amy2018-2021-release-1-481052,364,364,15,16,4,0.7067043781280518
19,resstock-amy2018-2021-release-1-485614,364,364,15,16,4,0.16096685826778412
20,resstock-amy2018-2021-release-1-498771,364,364,15,16,4,0.49807238578796387
21,resstock-amy2018-2021-release-1-525859,364,364,15,16,4,0.15030567348003387
22,resstock-amy2018-2021-release-1-538628,364,364,15,16,4,0.48281189799308777
23,resstock-amy2018-2021-release-1-76701,364,364,15,16,4,0.5282328128814697
24,resstock-amy2018-2021-release-1-88386,364,364,15,16,4,0.0
0,resstock-amy2018-2021-release-1-112208,365,365,15,16,5,0.49678322672843933
1,resstock-amy2018-2021-release-1-147002,365,365,15,16,5,0.8190245032310486
2,resstock-amy2018-2021-release-1-179247,365,365,15,16,5,0.9980683326721191
3,resstock-amy2018-2021-release-1-199613,365,365,15,16,5,0.6648459434509277
4,resstock-amy2018-2021-release-1-20199,365,365,15,16,5,0.9993800520896912
5,resstock-amy2018-2021-release-1-216895,365,365,15,16,5,0.109754279255867
6,resstock-amy2018-2021-release-1-223581,365,365,15,16,5,0.3504762053489685
7,resstock-amy2018-2021-release-1-245723,365,365,15,16,5,0.9995595812797546
8,resstock-amy2018-2021-release-1-247942,365,365,15,16,5,0.0
9,resstock-amy2018-2021-release-1-319918,365,365,15,16,5,0.9970591068267822
10,resstock-amy2018-2021-release-1-376570,365,365,15,16,5,0.3151760399341583
11,resstock-amy2018-2021-release-1-408344,365,365,15,16,5,0.13390617072582245
12,resstock-amy2018-2021-release-1-409896,365,365,15,16,5,0.09799058735370636
13,resstock-amy2018-2021-release-1-411001,365,365,15,16,5,0.999226987361908
14,resstock-amy2018-2021-release-1-425540,365,365,15,16,5,0.039341527968645096
15,resstock-amy2018-2021-release-1-4421,365,365,15,16,5,0.9200398921966553
16,resstock-amy2018-2021-release-1-460412,365,365,15,16,5,0.0
17,resstock-amy2018-2021-release-1-467125,365,365,15,16,5,0.09963980317115784
18,resstock-amy2018-2021-release-1-481052,365,365,15,16,5,0.6324909925460815
19,resstock-amy2018-2021-release-1-485614,365,365,15,16,5,0.11850623041391373
20,resstock-amy2018-2021-release-1-498771,365,365,15,16,5,0.0
21,resstock-amy2018-2021-release-1-525859,365,365,15,16,5,0.1497630774974823
22,resstock-amy2018-2021-release-1-538628,365,365,15,16,5,0.11813677102327347
23,resstock-amy2018-2021-release-1-76701,365,365,15,16,5,0.3211628496646881
24,resstock-amy2018-2021-release-1-88386,365,365,15,16,5,0.13511325418949127
0,resstock-amy2018-2021-release-1-112208,366,366,15,16,6,0.41757023334503174
1,resstock-amy2018-2021-release-1-147002,366,366,15,16,6,0.6704559922218323
2,resstock-amy2018-2021-release-1-179247,366,366,15,16,6,0.9981290102005005
3,resstock-amy2018-2021-release-1-199613,366,366,15,16,6,0.5727183222770691
4,resstock-amy2018-2021-release-1-20199,366,366,15,16,6,0.9993798136711121
5,resstock-amy2018-2021-release-1-216895,366,366,15,16,6,0.030088473111391068
6,resstock-amy2018-2021-release-1-223581,366,366,15,16,6,0.17085197567939758
7,resstock-amy2018-2021-release-1-245723,366,366,15,16,6,0.9995598793029785
8,resstock-amy2018-2021-release-1-247942,366,366,15,16,6,0.0
9,resstock-amy2018-2021-release-1-319918,366,366,15,16,6,0.816557765007019
10,resstock-amy2018-2021-release-1-376570,366,366,15,16,6,0.22418875992298126
11,resstock-amy2018-2021-release-1-408344,366,366,15,16,6,0.22630655765533447
12,resstock-amy2018-2021-release-1-409896,366,366,15,16,6,0.09770959615707397
13,resstock-amy2018-2021-release-1-411001,366,366,15,16,6,0.9992269277572632
14,resstock-amy2018-2021-release-1-425540,366,366,15,16,6,0.03928691893815994
15,resstock-amy2018-2021-release-1-4421,366,366,15,16,6,0.6159846782684326
16,resstock-amy2018-2021-release-1-460412,366,366,15,16,6,0.0
17,resstock-amy2018-2021-release-1-467125,366,366,15,16,6,0.09960991144180298
18,resstock-amy2018-2021-release-1-481052,366,366,15,16,6,0.5584131479263306
19,resstock-amy2018-2021-release-1-485614,366,366,15,16,6,0.07630765438079834
20,resstock-amy2018-2021-release-1-498771,366,366,15,16,6,0.49807238578796387
21,resstock-amy2018-2021-release-1-525859,366,366,15,16,6,0.149526447057724
22,resstock-amy2018-2021-release-1-538628,366,366,15,16,6,0.039905570447444916
23,resstock-amy2018-2021-release-1-76701,366,366,15,16,6,0.28913602232933044
24,resstock-amy2018-2021-release-1-88386,366,366,15,16,6,0.0
0,resstock-amy2018-2021-release-1-112208,367,367,15,16,7,0.33858782052993774
1,resstock-amy2018-2021-release-1-147002,367,367,15,16,7,0.8267388343811035
2,resstock-amy2018-2021-release-1-179247,367,367,15,16,7,0.9195614457130432
3,resstock-amy2018-2021-release-1-199613,367,367,15,16,7,0.4807853400707245
4,resstock-amy2018-2021-release-1-20199,367,367,15,16,7,0.9993796348571777
5,resstock-amy2018-2021-release-1-216895,367,367,15,16,7,0.0
6,resstock-amy2018-2021-release-1-223581,367,367,15,16,7,0.0988047644495964
7,resstock-amy2018-2021-release-1-245723,367,367,15,16,7,0.9995598196983337
8,resstock-amy2018-2021-release-1-247942,367,367,15,16,7,0.0
9,resstock-amy2018-2021-release-1-319918,367,367,15,16,7,0.295809268951416
10,resstock-amy2018-2021-release-1-376570,367,367,15,16,7,0.13326780498027802
11,resstock-amy2018-2021-release-1-408344,367,367,15,16,7,0.31768375635147095
12,resstock-amy2018-2021-release-1-409896,367,367,15,16,7,0.09742940962314606
13,resstock-amy2018-2021-release-1-411001,367,367,15,16,7,0.9992268681526184
14,resstock-amy2018-2021-release-1-425540,367,367,15,16,7,0.03923238813877106
15,resstock-amy2018-2021-release-1-4421,367,367,15,16,7,0.9819769859313965
16,resstock-amy2018-2021-release-1-460412,367,367,15,16,7,0.0
17,resstock-amy2018-2021-release-1-467125,367,367,15,16,7,0.09958002716302872
18,resstock-amy2018-2021-release-1-481052,367,367,15,16,7,0.484470397233963
19,resstock-amy2018-2021-release-1-485614,367,367,15,16,7,0.039324741810560226
20,resstock-amy2018-2021-release-1-498771,367,367,15,16,7,0.0
21,resstock-amy2018-2021-release-1-525859,367,367,15,16,7,0.18053337931632996
22,resstock-amy2018-2021-release-1-538628,367,367,15,16,7,0.03964066877961159
23,resstock-amy2018-2021-release-1-76701,367,367,15,16,7,0.07987332344055176
24,resstock-amy2018-2021-release-1-88386,367,367,15,16,7,0.0
0,resstock-amy2018-2021-release-1-112208,368,368,15,16,8,0.3616781532764435
1,resstock-amy2018-2021-release-1-147002,368,368,15,16,8,0.6822835206985474
2,resstock-amy2018-2021-release-1-179247,368,368,15,16,8,0.7767149209976196
3,resstock-amy2018-2021-release-1-199613,368,368,15,16,8,0.4821535646915436
4,resstock-amy2018-2021-release-1-20199,368,368,15,16,8,0.9993794560432434
5,resstock-amy2018-2021-release-1-216895,368,368,15,16,8,0.0
