hour,day,hour_of_day,baseline_load,plotted_target_load,rllib_independent_ppo,rllib_sac,mappo_standard,grouped_mappo
515,22,11,114.63185119628906,73.539249575,105.9112868309021,78.76802319288254,101.25115263462068,95.89279156923294
516,22,12,109.6107406616211,73.539249575,108.55284690856934,81.50136971473694,103.2859867811203,96.48395901918413
517,22,13,110.803466796875,73.539249575,111.937349319458,86.25377655029297,110.44989717006683,98.48347008228302
518,22,14,105.67070770263672,73.539249575,131.14960479736328,99.43558609485626,132.838175624609,106.22467720508575
519,22,15,113.53235626220705,73.539249575,139.76295459270477,110.94057047367096,135.71197831630707,137.58170303702354
520,22,16,113.59710693359376,73.539249575,135.1387219429016,105.413055062294,117.60992431640624,112.32278323173524
521,22,17,110.61641693115234,73.539249575,155.35506868362427,120.70936059951782,121.12700021266936,150.18342530727386
522,22,18,127.1244888305664,73.539249575,170.82783102989197,134.87447488307953,145.38217067718506,132.19444632530212
523,22,19,137.0124969482422,73.539249575,172.4765121936798,137.81031024456024,162.49037957191467,186.5234386920929
524,22,20,142.36538696289062,73.539249575,170.28084325790405,135.08397114276886,162.38589715957642,146.891217648983
525,22,21,136.34695434570312,73.539249575,167.4550895690918,128.75495040416718,161.58841478824615,159.2761014699936
526,22,22,132.339599609375,73.539249575,161.6629192829132,120.59286201000214,168.12293648719788,174.60025930404663
527,22,23,119.99603271484376,73.539249575,159.94948291778564,112.64619767665864,196.67407870292664,152.42870837450027
528,23,0,116.30072784423828,74.70000826425,158.62478041648865,111.7477114200592,200.1811661720276,154.9591588973999
529,23,1,117.4662628173828,74.70000826425,160.1909625530243,112.69413495063782,177.72654247283936,141.59763914346695
530,23,2,117.2485809326172,74.70000826425,157.69426679611206,112.16873478889464,175.03309655189514,153.90094876289368
531,23,3,120.3368148803711,74.70000826425,168.0796709060669,119.79646706581116,151.63163208961487,168.31070691347122
532,23,4,129.52191162109375,74.70000826425,167.1013741493225,120.5291155576706,160.6834979057312,141.26938319206238
533,23,5,131.6116485595703,74.70000826425,166.85678672790527,120.68292880058289,136.0688281059265,164.1701917052269
534,23,6,135.8634796142578,74.70000826425,176.69091296195984,135.38645780086517,176.97214257717133,176.14597253501415
535,23,7,154.4993896484375,74.70000826425,148.6603889465332,112.20739996433258,154.68485206365585,166.22454416751862
536,23,8,141.22958374023438,74.70000826425,112.16915440559389,82.41413909196854,137.89422297477722,97.92921984195708
537,23,9,117.90294647216795,74.70000826425,102.874156832695,74.853544652462,126.58955919742584,96.4604550600052
538,23,10,114.26150512695312,74.70000826425,96.46094638109209,70.0141224861145,119.61014783382416,77.60646098852158
539,23,11,97.68476104736328,74.70000826425,79.7950833439827,61.13858097791672,91.76200133562088,89.80261254310608
540,23,12,90.25211334228516,74.70000826425,80.78157812356949,60.00462633371353,94.72715866565704,50.60399490594864
541,23,13,88.5617904663086,74.70000826425,95.35736548900604,72.81522649526596,96.68537864089012,78.58656749129295
542,23,14,92.975830078125,74.70000826425,101.51136898994446,77.37338042259216,109.43865728378296,91.1278546154499
543,23,15,94.6774673461914,74.70000826425,107.98629951477052,81.10407221317291,111.56367127597332,99.27750647068024
544,23,16,93.2317123413086,74.70000826425,141.78771710395813,117.89600348472597,134.2405650615692,136.11357843875885
545,23,17,124.41284942626952,74.70000826425,131.29098451137543,109.41164219379424,119.28363692760468,118.73884391784668
546,23,18,109.68985748291016,74.70000826425,117.6806765794754,98.82497096061708,110.0646631717682,96.77549028396606
547,23,19,100.92464447021484,74.70000826425,122.60701513290404,106.28809010982512,119.1298440694809,122.3878083229065
548,23,20,108.91728973388672,74.70000826425,133.9120271205902,119.23221921920776,138.8376133441925,125.08370792865752
549,23,21,110.1791000366211,74.70000826425,108.76031064987184,97.67387628555298,134.98850059509277,106.79567337036131
550,23,22,87.50244140625,74.70000826425,104.0977908372879,93.36106795072556,128.12285470962524,95.03830140829086
551,23,23,76.9194107055664,74.70000826425,92.55562514066696,85.71819746494293,120.21547436714172,82.59829461574554
552,24,0,65.70417785644531,56.39540272062501,94.9318009018898,84.45714569091797,108.87098860740662,84.27866840362549
553,24,1,64.36741638183594,56.39540272062501,97.01601898670197,87.87046504020691,98.86854672431946,81.81313359737396
554,24,2,60.60538864135742,56.39540272062501,106.46964704990388,93.26834315061568,88.0012172460556,106.30650687217712
555,24,3,63.032657623291016,56.39540272062501,101.3310546875,91.47241711616516,90.60781371593475,91.2813169658184
556,24,4,58.58657836914063,56.39540272062501,99.64719569683076,88.01129567623138,87.0714201927185,100.18267250061037
557,24,5,63.10610580444336,56.39540272062501,96.19039964675903,93.34717583656312,121.95144057273863,106.19388431310654
558,24,6,66.53791046142578,56.39540272062501,109.8306832909584,106.86983394622804,111.13269236683846,124.54570841789246
559,24,7,85.6651611328125,56.39540272062501,118.23474514484406,121.62962865829468,122.59777998924255,125.73018616437912
560,24,8,104.3431625366211,56.39540272062501,92.2640233039856,95.50022840499878,106.63062831759451,91.89183759689332
561,24,9,90.99642181396484,56.39540272062501,92.67602908611298,92.94813638925552,95.86152303218842,89.6842514872551
562,24,10,89.52156829833984,56.39540272062501,88.66313374042511,86.34679538011551,110.39998495578766,69.47284227609634
563,24,11,90.6953582763672,56.39540272062501,75.77914518117905,74.54747951030731,88.32295203208923,83.72344297170639
564,24,12,78.82502746582031,56.39540272062501,39.2371563911438,30.787371039390564,64.41075778007507,24.39798963069916
565,24,13,73.40347290039062,56.39540272062501,16.98562216758728,12.411858201026917,8.85922884941101,4.059327244758606
566,24,14,73.07659149169922,56.39540272062501,33.832125306129456,35.75384271144867,13.396687388420103,34.23138749599457
567,24,15,71.81126403808594,56.39540272062501,92.8004447221756,82.85695445537567,46.535620748996735,74.29857444763184
568,24,16,85.1751480102539,56.39540272062501,117.2152738571167,103.90581858158112,105.7706036567688,80.97953614592552
569,24,17,92.92705535888672,56.39540272062501,126.87205791473389,107.96398258209229,114.56325244903564,114.7404716014862
570,24,18,94.01065826416016,56.39540272062501,139.79905927181244,117.3781179189682,133.4436023235321,126.5683652162552
571,24,19,104.18572235107422,56.39540272062501,146.3978409767151,124.09092903137208,133.00327134132385,144.8451778292656
572,24,20,111.44924926757812,56.39540272062501,134.68277144432068,108.90480697155,111.79353022575378,116.67917674779892
573,24,21,99.51834106445312,56.39540272062501,137.3147532939911,113.55344331264496,142.04622054100037,119.88563013076782
574,24,22,102.9545440673828,56.39540272062501,133.51903748512268,108.6515691280365,157.5159068107605,128.32008528709412
575,24,23,101.5850830078125,56.39540272062501,127.3511872291565,98.93093311786652,167.2102119922638,150.95730170607567
576,25,0,88.81840515136719,67.16472042141667,124.42498981952669,98.49357330799104,149.66157817840576,115.10108584165572
577,25,1,90.53773498535156,67.16472042141667,126.3250584602356,101.25482869148254,148.27811670303345,120.51320973038672
578,25,2,87.40618133544922,67.16472042141667,126.64246726036072,102.0350376367569,119.61647546291351,120.93766272068024
579,25,3,88.8531494140625,67.16472042141667,125.22110247612,99.38156640529633,124.98017966747284,132.71988081932068
580,25,4,87.84988403320312,67.16472042141667,127.84545135498048,103.99251186847688,105.30938923358916,125.06629550457
581,25,5,89.65582275390625,67.16472042141667,123.57747864723206,100.5214066505432,131.86736869812012,121.69755405187608
582,25,6,90.74137878417967,67.16472042141667,121.78916800022124,107.9962923526764,116.9345017373562,113.91746079921722
583,25,7,103.40896606445312,67.16472042141667,132.56771993637085,113.54059863090517,137.18696331977844,138.6384893655777
584,25,8,118.1205596923828,67.16472042141667,128.71770477294922,105.33937668800354,139.11495172977448,117.96469993889332
585,25,9,111.84011840820312,67.16472042141667,119.38902759552002,100.24244582653046,131.48937261104584,116.77010878920557
586,25,10,106.12991333007812,67.16472042141667,117.2938221693039,100.0804044008255,130.07680583000183,121.457214102149
587,25,11,104.4743881225586,67.16472042141667,132.1100218296051,107.4782042503357,144.53570067882538,113.30013810098173
588,25,12,115.17023468017578,67.16472042141667,112.23640966415404,89.39146625995636,124.19291186332704,100.07116839289664
589,25,13,99.1980438232422,67.16472042141667,109.75818932056428,88.92742151021957,129.02665865421295,83.00438007712364
590,25,14,95.93347930908205,67.16472042141667,107.807609513402,90.430109500885,107.3696962594986,108.58547788858414
591,25,15,99.25367736816406,67.16472042141667,122.98878264427184,106.80368328094482,119.95201969146729,122.53391593694688
592,25,16,105.71054077148438,67.16472042141667,121.07104766368866,102.265855550766,111.27817010879517,93.52927958965302
593,25,17,101.3478546142578,67.16472042141667,125.03209853172302,108.43393778800964,103.30893898010254,122.50491654872894
594,25,18,102.45599365234376,67.16472042141667,122.96040964126588,110.96669340133668,107.7630294561386,91.70961701869965
595,25,19,100.46286010742188,67.16472042141667,116.32714748382568,107.36961793899536,119.45531582832336,94.24530243873596
596,25,20,90.1378173828125,67.16472042141667,117.40276026725768,112.91380512714386,151.79761517047882,108.9462674856186
597,25,21,92.14971923828124,67.16472042141667,108.03654313087463,102.89324915409088,127.11210536956789,82.82889103889465
598,25,22,84.29347229003906,67.16472042141667,98.65355962514876,87.95854389667511,117.5975625514984,94.76569950580596
599,25,23,72.11567687988281,67.16472042141667,98.1850129365921,91.23433697223663,103.36989879608154,95.27059483528136
600,26,0,68.1312484741211,43.94522550337499,105.57087516784668,97.495490193367,97.88404893875122,88.48042058944702
601,26,1,64.92588806152344,43.94522550337499,108.41429901123048,100.5969386100769,127.14181303977966,90.02270781993866
602,26,2,62.69609832763672,43.94522550337499,109.26897621154784,104.40149903297424,139.29800927639008,105.0523155927658
603,26,3,64.69467163085938,43.94522550337499,110.14080047607422,97.03457903862,120.04812562465668,112.96790206432344
604,26,4,68.11682891845703,43.94522550337499,111.4750759601593,97.70853579044342,103.4350163936615,113.81342977285384
605,26,5,77.47373962402344,43.94522550337499,126.05518305301666,122.10359954833984,136.2904450893402,102.06609523296356
606,26,6,98.74597930908205,43.94522550337499,107.87024486064912,104.9298541545868,105.38453882932664,94.42812265455724
607,26,7,89.95538330078125,43.94522550337499,57.32668220996857,50.33432054519653,34.530969083309174,56.845722794532776
608,26,8,78.79247283935547,43.94522550337499,27.03232252597809,34.238088965415955,43.00394594669342,27.626803696155548
609,26,9,67.6270751953125,43.94522550337499,43.63426601886749,48.6613609790802,41.355520248413086,36.0840927362442
610,26,10,67.70112609863281,43.94522550337499,-20.22913384437561,-22.102059364318848,-27.527051091194156,-20.054038763046265
611,26,11,64.32090759277344,43.94522550337499,-55.863860726356506,-49.4739933013916,-37.53162837028504,-94.2055366039276
612,26,12,57.48788070678711,43.94522550337499,-30.54716384410858,-17.05075252056122,-36.82474112510681,-28.86171293258667
613,26,13,60.4599609375,43.94522550337499,19.01894563436508,26.650236070156097,19.762201368808743,-21.951330304145813
614,26,14,52.19916534423828,43.94522550337499,56.55852150917053,54.22872740030289,48.06373304128647,44.51365876197815
615,26,15,57.21881103515625,43.94522550337499,77.79087996482849,72.76940393447876,69.57100123167038,61.0489487349987
616,26,16,62.86013412475586,43.94522550337499,95.70697861909866,90.53975343704224,83.73474085330963,94.00420144200324
617,26,17,73.34876251220703,43.94522550337499,104.984965801239,96.24547052383424,88.17496514320374,98.10173094272614
618,26,18,80.56781768798828,43.94522550337499,112.219824552536,106.33221328258514,95.51141440868378,104.81354433298112
619,26,19,86.21469116210938,43.94522550337499,112.51844334602356,107.2862000465393,130.78723776340485,117.75328385829926
620,26,20,86.44605255126953,43.94522550337499,112.54176008701324,107.70943093299866,125.55258989334106,119.80424189567566
621,26,21,83.32215881347656,43.94522550337499,109.98473477363586,104.30151641368866,108.58319330215454,107.78854143619536
622,26,22,81.59600067138672,43.94522550337499,113.85423648357391,108.54678869247437,106.48470747470856,117.96807491779327
623,26,23,76.9668197631836,43.94522550337499,104.95450276136398,102.2152910232544,105.04718029499054,105.96873664855956
624,27,0,84.193603515625,43.08930080841666,117.50436282157898,99.56155848503111,125.771115899086,92.4015788435936
625,27,1,78.10282897949219,43.08930080841666,118.99018549919128,116.7938129901886,153.6465344429016,118.62626266479492
626,27,2,70.01750183105469,43.08930080841666,106.44505572319032,115.07232320308684,129.31340742111206,93.54394459724426
627,27,3,71.76313781738281,43.08930080841666,106.98542034626009,118.3121349811554,125.36411893367767,97.24609184265135
628,27,4,75.0915298461914,43.08930080841666,120.5610897541046,125.371906042099,138.4609409570694,87.9117836356163
629,27,5,86.35618591308594,43.08930080841666,143.11849999427795,133.85236585140228,154.3034030199051,113.94591581821442
630,27,6,118.39434814453124,43.08930080841666,130.8618402481079,105.35503256320952,119.95569798350334,112.75760344415905
631,27,7,113.07815551757812,43.08930080841666,70.68149781227112,77.01897275447845,76.95830500125885,96.77522790431976
632,27,8,95.17838287353516,43.08930080841666,11.827426552772522,38.830724239349365,35.723549246788025,37.132829785346985
633,27,9,95.10391235351562,43.08930080841666,-45.604485273361206,-15.30531084537506,-18.8787122964859,-4.557140350341797
634,27,10,69.59451293945312,43.08930080841666,-46.59292197227478,-16.589092016220093,-22.97623872756958,-33.006439208984375
635,27,11,90.06928253173828,43.08930080841666,-61.11181080341339,-40.51993489265442,-50.201727628707886,-62.32839035987854
636,27,12,54.30865859985352,43.08930080841666,-92.35568499565125,-81.73264646530151,-87.70401155948639,-113.94385874271391
637,27,13,45.82931137084961,43.08930080841666,-79.52781188488007,-61.066681027412415,-89.79078137874603,-82.39891529083252
638,27,14,37.57068634033203,43.08930080841666,-51.10148203372955,-32.18595039844513,-46.57290363311768,-66.11754643917084
639,27,15,37.34244537353516,43.08930080841666,2.076382160186768,17.189107060432434,-4.560220003128052,-11.315581619739532
640,27,16,40.83186340332031,43.08930080841666,65.43989498913288,79.46702146530151,44.0416265130043,74.44139182567596
641,27,17,58.782203674316406,43.08930080841666,87.37978684902191,89.69484210014343,72.8900740146637,66.16495388746262
642,27,18,66.67675018310547,43.08930080841666,86.76706993579865,92.1093246936798,96.01354229450226,86.45640766620636
643,27,19,68.63404846191406,43.08930080841666,115.70963060855864,116.73740208148956,106.88737332820892,101.08582651615144
644,27,20,90.99716186523438,43.08930080841666,98.87793719768524,98.91481000185011,87.34192180633545,79.54320311546326
645,27,21,71.49459838867188,43.08930080841666,87.03277605772018,81.52991604804993,105.2087174654007,69.18252116441727
646,27,22,61.52106857299805,43.08930080841666,87.0817398428917,79.89665234088898,103.45119738578796,61.3375728726387
647,27,23,56.089752197265625,43.08930080841666,84.61341297626495,70.67871934175491,94.74114525318146,64.55765268206596
648,28,0,49.06554412841797,37.13403659316667,84.45039913058281,83.03558003902435,92.00310230255128,78.3378998041153
649,28,1,49.38740921020508,37.13403659316667,84.8808343410492,75.5369039773941,90.5486627817154,65.67484378814697
650,28,2,50.52770233154297,37.13403659316667,86.4109713435173,88.85750198364258,96.11742293834686,84.79178041219711
651,28,3,56.00360107421875,37.13403659316667,85.21955287456512,84.0304057598114,72.58300054073334,86.70708334445953
652,28,4,53.12015151977539,37.13403659316667,118.65682217478752,114.8253289461136,114.3413997888565,116.58933264017104
653,28,5,84.49943542480469,37.13403659316667,93.47510898113252,97.37837481498718,123.54236769676208,95.5645067691803
654,28,6,69.40680694580078,37.13403659316667,97.55072796344756,113.67759084701538,105.5515918135643,101.99979445338248
655,28,7,81.88773345947266,37.13403659316667,79.44244381785393,90.71817934513092,86.96763336658478,83.89249777793884
656,28,8,73.73040771484375,37.13403659316667,62.51401287317276,84.11728435754776,82.24458396434784,63.829779624938965
657,28,9,72.57799530029297,37.13403659316667,4.056488752365112,31.18671762943268,32.557170271873474,9.008302092552183
658,28,10,71.1778335571289,37.13403659316667,-5.866591811180115,13.53237271308899,19.085373759269714,1.9139156937599184
659,28,11,56.36745071411133,37.13403659316667,-91.93091440200806,-68.52206301689148,-55.583847761154175,-96.3725048303604
660,28,12,55.56223678588867,37.13403659316667,-56.204890727996826,-23.200726747512817,-38.91158449649811,-43.72553312778473
661,28,13,55.58055877685547,37.13403659316667,-92.3258889913559,-63.85163068771362,-86.9883793592453,-88.62299346923828
662,28,14,36.46499252319336,37.13403659316667,-58.53541159629822,-20.565315067768097,-69.42649382352829,-60.28444463014603
663,28,15,39.56103897094727,37.13403659316667,12.54044958949089,44.09210407733917,-2.94757142663002,18.695427656173703
664,28,16,38.387657165527344,37.13403659316667,52.06436006724834,75.40913224220276,50.779414385557175,64.48489478230476
665,28,17,45.77412796020508,37.13403659316667,62.487936317920685,79.1985125541687,62.46060580015183,69.94649946689606
666,28,18,47.13106536865234,37.13403659316667,80.14109361171722,91.8221418261528,54.98624324798584,72.58533787727356
667,28,19,55.32720565795898,37.13403659316667,84.29994291067123,96.35304695367812,99.00732785463332,77.02078711986542
668,28,20,59.03330612182617,37.13403659316667,80.3904587328434,88.66049146652222,85.94125092029572,60.60665446519852
669,28,21,52.56580352783203,37.13403659316667,74.95715653896332,82.35756433010101,91.1300324201584,54.92697876691818
670,28,22,43.83543014526367,37.13403659316667,67.17922055721283,77.4640200138092,69.1359566450119,30.88321626186371
