hour,day,hour_of_day,baseline_load,plotted_target_load,weighted_comm_default,weighted_comm_alpha090_beta010,weighted_comm_alpha055_beta045
606,26,6,93.79542541503906,43.94522550337499,106.51239293813704,85.32243001461029,78.27565363049507
607,26,7,85.17678833007812,43.94522550337499,43.74828287959099,47.47413867712021,41.37962102890015
608,26,8,75.80867004394531,43.94522550337499,23.013687252998352,5.950241982936859,3.6772322058677673
609,26,9,65.78667449951172,43.94522550337499,31.948786556720734,45.15708649158478,20.63057506084442
610,26,10,65.34854888916016,43.94522550337499,-30.593921303749084,-29.63592267036438,-43.89293098449707
611,26,11,62.81019973754883,43.94522550337499,-78.26806628704071,-52.2995879650116,-61.22992920875549
612,26,12,56.1764030456543,43.94522550337499,-46.097809195518494,-44.93406009674072,-64.79942429065704
613,26,13,59.48418426513672,43.94522550337499,-5.336013674736023,10.247309565544128,0.7267926931381226
614,26,14,50.49451446533203,43.94522550337499,32.1914039850235,31.260562300682068,9.866454541683195
615,26,15,55.15422439575195,43.94522550337499,53.08086457848549,58.02694499492645,52.69295108318329
616,26,16,61.08035659790039,43.94522550337499,78.06812053918839,67.34759467840195,71.92035299539566
617,26,17,71.36408996582031,43.94522550337499,76.09360891580582,79.75020945072174,68.41416853666306
618,26,18,77.87348175048828,43.94522550337499,88.85868215560913,77.0846358537674,85.02457284927368
619,26,19,84.18317413330078,43.94522550337499,78.38499611616135,90.0951679944992,89.94574588537216
620,26,20,82.3432846069336,43.94522550337499,66.89438182115555,78.06657373905182,91.16959989070892
621,26,21,78.21549987792969,43.94522550337499,67.17352992296219,78.93686079978943,87.06296944618225
622,26,22,76.31398010253906,43.94522550337499,71.06005817651749,74.76309698820114,82.06002199649811
623,26,23,72.61675262451172,43.94522550337499,68.57896560430527,71.69072437286377,74.75620186328888
624,27,0,79.40808868408203,43.08930080841666,82.97018468379974,74.12654042243958,87.12838518619537
625,27,1,72.66012573242188,43.08930080841666,78.45517757534981,99.4170093536377,63.08435386419296
626,27,2,64.18852233886719,43.08930080841666,68.16313827037811,80.8353031873703,79.86070132255554
627,27,3,64.37421417236328,43.08930080841666,80.26893293857574,87.38668984174728,82.85450786352158
628,27,4,67.1266860961914,43.08930080841666,99.0420709848404,87.34031283855438,86.53826236724854
629,27,5,77.99855041503906,43.08930080841666,133.80597227811813,92.19368946552277,90.60045540332794
630,27,6,109.2713623046875,43.08930080841666,116.44410461187364,112.37203606963158,92.77757960557938
631,27,7,107.2877426147461,43.08930080841666,58.830785393714905,31.69423770904541,42.01027250289917
632,27,8,92.39414978027344,43.08930080841666,15.24853229522705,-16.398650288581848,11.36062467098236
633,27,9,93.48564910888672,43.08930080841666,-53.4695211648941,-63.37994337081909,-22.747628092765808
634,27,10,68.30518341064453,43.08930080841666,-54.26221299171448,-76.76633214950562,-35.058335065841675
635,27,11,88.9682846069336,43.08930080841666,-71.63226592540741,-74.11038374900818,-63.9910101890564
636,27,12,53.44878387451172,43.08930080841666,-97.43389689922331,-87.84326112270355,-111.33987092971802
637,27,13,44.98690414428711,43.08930080841666,-105.34072411060332,-87.72855567932129,-97.4763343334198
638,27,14,37.57068634033203,43.08930080841666,-54.84714186191559,-58.75437778234482,-72.7745349407196
639,27,15,37.34244537353516,43.08930080841666,-14.514087975025175,-19.41712349653244,-26.657170951366425
640,27,16,40.60114288330078,43.08930080841666,33.41909605264664,51.63328221440315,56.586319506168365
641,27,17,57.872352600097656,43.08930080841666,48.36369454860687,63.58721286058426,73.45251935720444
642,27,18,65.49109649658203,43.08930080841666,48.14133730530739,72.19362479448318,75.20678150653839
643,27,19,67.32920837402344,43.08930080841666,68.8183953166008,108.91035741567612,97.28673422336578
644,27,20,89.41293334960938,43.08930080841666,76.51005148887634,84.54575908184052,89.95571392774582
645,27,21,69.65091705322266,43.08930080841666,48.74205505847931,72.14554759860039,74.56085169315338
646,27,22,58.650665283203125,43.08930080841666,67.93836772441864,57.52153316140175,62.3060986995697
647,27,23,53.06461334228516,43.08930080841666,38.77612388134003,35.081448048353195,66.49073031544685
648,28,0,46.36337661743164,37.13403659316667,71.05875515937805,58.74501037597656,50.30516844987869
649,28,1,48.257102966308594,37.13403659316667,43.73518258333206,43.27446836233139,52.05126020312309
650,28,2,48.376224517822266,37.13403659316667,56.783310532569885,66.30735939741135,44.84624683856964
651,28,3,54.472442626953125,37.13403659316667,55.71475660800934,52.97778654098511,41.22980487346649
652,28,4,50.94255065917969,37.13403659316667,89.887302339077,77.77824544906616,97.89993494749068
653,28,5,82.12796783447266,37.13403659316667,85.36678290367126,81.35650271177292,71.77175170183182
654,28,6,67.4255599975586,37.13403659316667,94.82462674379347,86.37694799900055,80.23521859198809
655,28,7,79.7565689086914,37.13403659316667,89.18955272436142,82.28762421011925,52.16608040034771
656,28,8,72.26264953613281,37.13403659316667,80.0041434764862,56.64635407924652,65.74495732784271
657,28,9,72.35798645019531,37.13403659316667,16.524399042129517,15.497770190238953,4.9133501052856445
658,28,10,71.1778335571289,37.13403659316667,-6.605991065502167,-7.277559995651245,20.1552050113678
659,28,11,57.10127258300781,37.13403659316667,-79.52041244506836,-75.29820680618286,-95.00365793704988
660,28,12,56.42285919189453,37.13403659316667,-55.176180839538574,-62.356672048568726,-36.49346339702606
661,28,13,56.35536575317383,37.13403659316667,-97.1952532529831,-90.552321434021,-82.900066614151
662,28,14,37.80337142944336,37.13403659316667,-60.33453059196472,-81.62130117416382,-47.40699711441994
663,28,15,41.03127670288086,37.13403659316667,-13.370416641235352,-3.23914098739624,18.91819116473198
664,28,16,40.13298797607422,37.13403659316667,19.69771767407656,48.0108385682106,55.79231588542461
665,28,17,46.78557968139648,37.13403659316667,28.70154470205307,48.36784327030182,47.18381130695343
666,28,18,48.161582946777344,37.13403659316667,51.372803032398224,64.06512051820755,61.64813178777695
667,28,19,56.7756233215332,37.13403659316667,56.279039680957794,59.41058701276779,69.12465143203735
668,28,20,60.45683670043945,37.13403659316667,52.918008118867874,63.35814219713211,55.55061402916908
669,28,21,53.39982604980469,37.13403659316667,46.88442051410675,44.66724583506584,60.50390613079071
670,28,22,44.58247375488281,37.13403659316667,39.047185122966766,32.39652121067047,33.465773582458496
