hour,day,hour_of_day,baseline_load,plotted_target_load,grouped_comm_v2,tarmac,gat,powernet_global,dial,weighted_comm_default
397,17,13,121.85729217529295,81.06656552196667,49.73331952095032,42.34021067619324,50.00018656253815,67.4198397397995,56.15991765260696,56.447394609451294
398,17,14,91.82445526123048,81.06656552196667,76.1576936841011,80.49436670541763,78.6157853603363,78.03093838691711,72.01761788129807,72.41680163145065
399,17,15,87.07159423828125,81.06656552196667,96.76010763645172,101.5850669145584,103.4583390057087,102.65904641151428,89.55144321918488,95.6482470035553
400,17,16,88.03752136230469,81.06656552196667,120.13223076239228,124.9344430565834,98.48530760407448,129.20159435272217,101.11944854259492,127.58644145727158
401,17,17,103.10122680664062,81.06656552196667,133.25112509727478,142.4720709323883,135.5905020236969,140.7404518723488,116.16036081314088,140.86841225624084
402,17,18,105.78710174560548,81.06656552196667,118.84016728401184,118.11554563045502,111.70280909538268,122.45070886611938,99.12570506334303,130.57379233837128
403,17,19,103.72528076171876,81.06656552196667,136.3324671983719,115.53693199157716,128.63233828544617,124.73956048488616,134.74334806203842,130.60065913200378
404,17,20,99.0046615600586,81.06656552196667,128.20470714569092,132.958718419075,126.18907582759856,128.83379191160202,115.97676408290864,136.34751868247986
405,17,21,100.6431655883789,81.06656552196667,129.39048773050308,131.6246223449707,115.77489793300629,108.69053876399994,111.09947645664217,127.82546031475069
406,17,22,88.85277557373047,81.06656552196667,121.93148756027222,131.98750436306,111.46527230739594,122.5671285390854,99.05632215738297,109.50085055828094
407,17,23,86.9298324584961,81.06656552196667,112.09447705745696,95.23055672645567,121.90381062030792,105.15350246429443,113.67665112018584,119.25383579730988
408,18,0,83.49609375,63.48714293325,126.21437764167786,117.5317132472992,118.43630170822144,131.88763046264648,99.913749396801,104.92676317691804
409,18,1,83.56333923339844,63.48714293325,114.2401393353939,106.10934945940971,129.53409719467163,106.84004658460616,117.0591961145401,108.78918707370758
410,18,2,77.6810531616211,63.48714293325,115.96268546581268,118.2831249833107,74.50268417596817,135.85686016082764,106.27997663617134,119.63415682315826
411,18,3,76.40530395507812,63.48714293325,108.29773771762848,108.37764239311218,114.7274529337883,109.64667618274687,104.95252847671507,101.1479598879814
412,18,4,77.45826721191406,63.48714293325,111.94824421405792,106.39919221401216,109.59328374266624,131.53080201148987,103.46805942058565,111.79714679718018
413,18,5,83.47853088378906,63.48714293325,115.90761435031892,129.45352268218994,110.7926743030548,119.46819186210632,88.03610372543335,123.35503482818604
414,18,6,101.71324920654295,63.48714293325,104.8732436299324,126.2437949180603,134.8233598470688,132.25127410888672,110.92584240436554,141.08701610565186
415,18,7,108.91366577148438,63.48714293325,122.5998876094818,94.29083305597304,110.17089676856996,114.47081899642944,97.38814035058022,127.66040962934494
416,18,8,112.66532135009766,63.48714293325,110.21390354633331,139.18742716312408,92.1543297469616,125.35859799385072,94.66189366579056,125.27728736400604
417,18,9,127.18419647216795,63.48714293325,44.540489196777344,45.5419784784317,64.00683867931366,69.26336872577667,19.304458916187286,56.48784911632538
418,18,10,94.97212982177734,63.48714293325,-11.9379004240036,41.5151492357254,4.4120436906814575,52.7142790555954,7.870218515396118,26.240294218063354
419,18,11,84.5997314453125,63.48714293325,8.01619005203247,9.529110550880432,11.963671684265137,32.082290172576904,-7.321192741394043,3.482356190681457
420,18,12,84.18077850341797,63.48714293325,70.06356191635132,85.69347536563873,77.92797219753265,112.16744589805604,63.20805555582047,72.94305855035782
421,18,13,121.32781982421876,63.48714293325,79.64553958177567,60.82355266809464,76.35962212085724,94.9681966304779,59.63201612234116,65.92254304885864
422,18,14,87.51626586914062,63.48714293325,48.02688527107239,66.99363899230957,63.241926193237305,69.22447991371155,41.31647363305092,56.27674853801727
423,18,15,78.89274597167969,63.48714293325,122.0726639032364,104.48954877257349,105.61575564742088,118.6195769906044,96.57812961935996,84.25012755393982
424,18,16,87.19037628173828,63.48714293325,131.68894147872925,119.92496424168348,124.55123037099838,113.05195799469948,91.92274961061776,124.7646745443344
425,18,17,99.0400619506836,63.48714293325,149.28248274326324,115.66843056678772,129.37581861019137,142.18749821186066,90.61779695749284,116.0121865272522
426,18,18,100.60870361328124,63.48714293325,109.22346377372742,132.1648046374321,109.3353397846222,104.24172043800354,113.30236226320268,126.18117618560792
427,18,19,94.62203979492188,63.48714293325,140.97615349292755,134.54108834266663,133.27182108163834,145.84585815668106,117.3813854455948,142.95789790153503
428,18,20,108.6868896484375,63.48714293325,126.26366001367568,121.6532421708107,130.12270510196686,105.36974120140076,117.17703115940094,136.5794552564621
429,18,21,99.16378021240234,63.48714293325,136.32708287239075,138.3952865600586,112.8716870546341,148.10149502754211,128.87290453910828,124.22169291973114
430,18,22,98.29064178466795,63.48714293325,103.79836082458496,113.32794278860092,135.72747206687927,111.71843671798706,119.61942917108536,93.04783654212952
431,18,23,76.92842102050781,63.48714293325,137.9267315864563,108.8280621767044,140.8752726316452,114.2946344614029,122.04504525661469,101.99576830863953
432,19,0,83.73641967773438,46.068102811816665,108.01388132572174,102.16594576835632,120.36044085025787,116.96879363059998,105.9110324382782,114.08292806148528
433,19,1,78.16576385498047,46.068102811816665,127.48140168190002,97.53827142715454,86.70890665054321,118.62009263038637,141.81631687283516,112.53228557109831
434,19,2,77.68180847167969,46.068102811816665,71.2068904042244,104.32251465320589,80.5718155503273,123.09362125396729,126.2441520690918,105.01774430274963
435,19,3,75.71500396728516,46.068102811816665,107.05994951725006,135.70412170886993,99.52045929431917,94.80896759033205,53.53201325237751,103.78541648387908
436,19,4,78.47040557861328,46.068102811816665,77.12962400913239,140.3635425567627,88.83429670333862,102.18381762504578,65.5212604701519,103.10945415496826
437,19,5,86.04846954345703,46.068102811816665,117.23463177680968,121.77790677547456,134.01261043548584,118.96451926231384,61.37371447682381,107.85557627677916
438,19,6,99.69852447509766,46.068102811816665,80.68986316025257,108.71730709075928,115.97449082136154,95.6876612007618,75.54786524176598,104.93155413866045
439,19,7,99.77476501464844,46.068102811816665,90.71674758195876,67.89264595508575,78.36885124444962,78.09859067201614,54.10000324249268,71.81903100013733
440,19,8,103.7935562133789,46.068102811816665,7.444974422454834,19.37131917476654,19.139002203941345,39.63535761833191,8.55923581123352,24.241039752960205
441,19,9,95.08650970458984,46.068102811816665,-10.640733122825624,-34.46763038635254,-30.865352630615234,0.3341348171234131,-7.8824383020401,-29.302495002746586
442,19,10,89.54055786132812,46.068102811816665,-30.03544795513153,-25.607412099838257,-38.32034456729889,-12.71247148513794,-33.45210540294647,-37.70541501045227
443,19,11,105.91385650634766,46.068102811816665,-50.6316431760788,-46.772181153297424,-37.13533425331116,-15.787973523139954,-33.62371265888214,-65.15841865539551
444,19,12,66.38428497314453,46.068102811816665,-70.32570362091064,-63.79257595539093,-80.56915771961212,-74.36754035949707,-57.84339606761933,-71.38963758945465
445,19,13,62.66224670410156,46.068102811816665,-31.01441729068756,-41.04647123813629,-41.370731472969055,-9.141700506210327,-45.44981896877289,-31.84512221813202
446,19,14,60.93439102172852,46.068102811816665,59.325936019420624,69.4511838555336,60.12427443265915,57.94698631763458,37.08400928974152,57.31484898924828
447,19,15,62.662723541259766,46.068102811816665,76.79788386821747,60.62611651420593,94.076350659132,68.95678740739822,71.27576653659344,69.62501615285873
448,19,16,60.34782791137695,46.068102811816665,90.6177191734314,108.58659142255785,80.59103459119797,101.7058128118515,65.9264067709446,105.85017025470734
449,19,17,81.9683609008789,46.068102811816665,80.1472036242485,81.7884830236435,110.80846548080444,96.27408170700072,79.41096144914627,93.4568841457367
450,19,18,80.13392639160156,46.068102811816665,86.50456577539444,94.20659309625626,85.43342012166977,108.1649260520935,78.48016822338104,108.77269768714903
451,19,19,83.06748962402344,46.068102811816665,93.80016422271729,100.3298281431198,126.2462762594223,111.01861822605132,83.54810756444931,114.94896626472472
452,19,20,86.5517578125,46.068102811816665,72.11207568645477,79.73233276605606,82.72297304868698,97.3673620223999,119.06510663032532,85.24242770671844
453,19,21,66.59274291992188,46.068102811816665,81.94057762622833,103.7510753273964,111.44946718215942,103.89347863197328,80.74927943944931,88.77208364009857
454,19,22,68.3495864868164,46.068102811816665,71.8226124048233,84.76818937063217,72.5529964864254,72.49687469005585,41.914873510599136,74.55374193191528
455,19,23,51.991329193115234,46.068102811816665,64.85401725769043,88.81485539674759,85.42523610591888,91.40586805343628,13.223306730389597,71.62341606616974
456,20,0,48.63689422607422,41.165601924820834,76.40783679485321,80.19262784719467,71.34499251842499,85.41894143819809,-2.5299791246652603,65.55292356014252
457,20,1,49.59658432006836,41.165601924820834,86.83222424983978,101.8065905570984,97.73190093040466,108.43149653077126,38.43188335001469,86.30483853816986
458,20,2,58.52248001098633,41.165601924820834,86.20132327079773,78.4943596124649,80.23242908716202,85.0904335975647,16.243485510349274,82.13328695297241
459,20,3,47.507511138916016,41.165601924820834,92.61837774515152,88.96957248449326,95.9924578666687,100.85921669006348,46.1063639074564,93.58073937892914
460,20,4,53.911529541015625,41.165601924820834,83.78648483753204,87.8662383556366,86.6004627943039,93.9400678873062,89.50744912028313,86.70794308185577
461,20,5,56.15682220458984,41.165601924820834,97.57589912414552,95.30856147408484,96.36732378602028,92.0129731297493,75.47001264989376,119.74580371379852
462,20,6,66.71349334716797,41.165601924820834,77.77698647975922,77.72655722498894,94.2149666249752,81.05226105451584,78.16229064762592,110.69075328111649
463,20,7,70.09503936767578,41.165601924820834,74.98980152606964,72.85326540470123,80.16486212611198,80.84123104810715,63.1556308567524,97.2413374185562
464,20,8,72.02519226074219,41.165601924820834,36.32989954948425,42.41109931468964,27.102620720863342,37.21618127822876,14.265034258365633,46.73092794418335
465,20,9,66.1377182006836,41.165601924820834,4.373923897743225,17.15539312362671,41.68614482879639,29.34997498989105,-7.089458227157593,1.8957054615020752
466,20,10,56.29299545288086,41.165601924820834,17.597137928009033,-5.36117422580719,-0.656091570854187,9.97980284690857,5.37687349319458,-18.495451748371124
467,20,11,50.58027267456055,41.165601924820834,20.09315848350525,39.06962436437607,41.34584218263626,42.69909191131592,29.702863216400143,23.30193024873733
468,20,12,47.78311538696289,41.165601924820834,35.30557781457901,29.667868554592133,27.998394906520844,17.19952428340912,25.349576830863956,17.40159022808075
469,20,13,51.97623825073242,41.165601924820834,53.295481622219086,58.29297876358032,82.4201668202877,55.83877247571945,58.83900961279869,45.32009243965149
470,20,14,52.75047302246094,41.165601924820834,55.42466703057289,63.555395781993866,78.19983685016632,38.12464225292206,78.82099920511246,63.89000192284584
471,20,15,57.29099655151367,41.165601924820834,62.18191224336624,51.69487577676773,53.68970501422882,52.57501152157784,60.35173806548119,60.141481935977936
472,20,16,52.00070571899414,41.165601924820834,64.24062520265579,70.16252034902573,91.08663362264632,82.84693670272827,78.31022509932518,85.44394040107727
473,20,17,62.98511505126953,41.165601924820834,75.45425671339035,62.84682184457779,82.27340930700302,94.90274107456209,76.36016827821732,76.02710556983948
474,20,18,57.84175109863281,41.165601924820834,66.74462389945984,60.00361251831055,76.63020819425583,68.22257024049759,87.61875361204147,78.737997174263
475,20,19,56.083194732666016,41.165601924820834,54.90675890445709,57.52452772855759,62.63144886493683,69.2824604511261,64.30283343791962,69.71681272983551
476,20,20,42.03319549560547,41.165601924820834,25.377480447292328,45.83686596155167,66.55124753713608,65.2466835975647,86.171855032444,63.72828912734985
477,20,21,46.52604675292969,41.165601924820834,66.29314994812012,58.481786012649536,53.86263310909271,67.33432251214981,64.87911117076874,55.18515527248383
478,20,22,32.38218307495117,41.165601924820834,43.16014474630356,-1.8755968511104584,52.94124719500542,31.020268082618717,17.958738446235657,60.68719786405563
479,20,23,26.569408416748047,41.165601924820834,41.016133248806,57.91087186336517,47.91908156871796,55.43678414821625,12.14146713912487,54.108003079891205
480,21,0,19.943431854248047,32.352004676662496,43.93162548542023,42.81945917010307,44.392338275909424,53.65418338775635,15.652442023158072,54.72042605280876
481,21,1,23.95507049560547,32.352004676662496,40.02494323253632,35.53957125544548,40.39568993449211,41.5394649207592,29.07587666809559,49.82125025987625
482,21,2,21.362903594970703,32.352004676662496,41.70088571310043,38.17269766330719,43.59807360172272,46.327210515737534,14.787871807813644,52.31736409664154
483,21,3,21.620769500732425,32.352004676662496,37.5769367814064,46.52389845252037,52.154396533966064,31.327149212360386,39.37485903501511,66.97612053155899
484,21,4,25.961923599243164,32.352004676662496,66.02779391407967,49.15550135076046,73.08758282661438,40.95654660463333,35.23357938230038,77.68467402458191
485,21,5,45.30651092529297,32.352004676662496,58.71791160106659,60.65910542011261,79.05441641807556,41.32711359858513,65.7521490752697,72.54869616031647
486,21,6,46.47896957397461,32.352004676662496,41.209263160824776,56.98204097151756,51.64980408549309,26.4253052175045,33.52943879365921,60.58118606358767
487,21,7,40.29972076416016,32.352004676662496,6.658771336078644,22.480321764945984,15.660021662712095,-1.223118245601654,4.616627186536789,22.54964938759804
488,21,8,34.73180389404297,32.352004676662496,-19.280859887599945,-29.419527679681774,-22.90758889913559,-34.89839679002762,-26.806350469589237,-16.68978723883629
489,21,9,42.072021484375,32.352004676662496,-64.2516508102417,-39.38189172744751,-54.094966411590576,-59.85878682136536,-44.7109968662262,-56.82607090473175
490,21,10,33.27701568603516,32.352004676662496,-75.03741800785065,-65.57942295074463,-83.69686388969421,-75.07492482662201,-75.01107978820801,-77.77993679046631
491,21,11,29.537731170654297,32.352004676662496,-13.125036656856537,-5.86655992269516,-15.243452668190002,-14.96741807460785,1.5655651092529297,-9.956054985523224
492,21,12,38.69043731689453,32.352004676662496,24.75541865825653,38.351906061172485,16.813616275787354,8.781055212020874,12.137715339660645,20.952325224876404
493,21,13,46.56272506713867,32.352004676662496,10.714042067527773,-5.4632139801979065,10.355813682079315,13.586121290922163,-1.14221853017807,7.937525629997253
494,21,14,32.93556213378906,32.352004676662496,43.71287149190903,45.10851527750492,39.63576138019562,31.75353580713272,36.19346609711647,34.69004461169243
495,21,15,38.89536285400391,32.352004676662496,70.47060108184814,39.14768263045698,71.83360696211457,68.53383405506611,58.52382227778435,55.42444843053818
496,21,16,58.28504180908203,32.352004676662496,84.5602445602417,87.38753327727318,91.49050027132034,96.96537697315216,62.01238760352135,59.369109749794006
497,21,17,78.8872299194336,32.352004676662496,78.91222441196442,70.68813067674637,58.19678044319153,74.46137654781342,69.68174463510513,52.05834400653839
498,21,18,69.1711196899414,32.352004676662496,85.48753237724304,110.5873590707779,109.5238447189331,106.38756906986237,102.38125157356262,70.15535843372345
499,21,19,81.07444763183594,32.352004676662496,75.23012167215347,71.1778119802475,84.52430486679077,98.05689680576324,95.57065671682358,68.90375709533691
500,21,20,71.5356674194336,32.352004676662496,75.24251353740692,99.45038676261902,99.09508347511292,80.41154217720032,102.14522916078568,67.71564137935638
501,21,21,71.62782287597656,32.352004676662496,88.11821150779724,103.15147948265076,101.93549478054048,103.73812675476074,95.42866998910904,97.06460213661194
502,21,22,79.10921478271484,32.352004676662496,87.79528653621674,76.7184824347496,114.65147876739502,96.3262179493904,118.01572942733765,90.98101365566254
503,21,23,73.49090576171875,32.352004676662496,102.37923538684844,107.11147546768188,106.16296714544296,92.7604547739029,85.28702223300934,101.84562802314758
504,22,0,77.09757995605469,73.539249575,120.07851833105089,93.56226643919943,103.27882760763168,118.914745926857,108.48626881837843,98.53550136089324
505,22,1,73.44939422607422,73.539249575,106.98707950115204,104.17793536186218,116.61235192418098,107.66956460475922,71.43065947294235,107.00681018829346
506,22,2,78.48754119873047,73.539249575,112.41033750772476,117.87912213802338,97.09642350673676,117.99314498901369,90.31528103351592,101.91877692937852
507,22,3,79.98530578613281,73.539249575,122.35564815998076,120.44874280691148,124.4304915368557,114.2180598974228,88.2274334281683,125.9117033481598
508,22,4,92.08890533447266,73.539249575,104.87209939956664,112.18046435713768,119.20180022716522,117.33025026321413,121.8599056005478,117.45302414894104
509,22,5,89.2698974609375,73.539249575,120.71863305568696,137.1093888282776,119.26802325248718,121.72789442539217,130.18347719311714,149.75929057598114
510,22,6,113.1146240234375,73.539249575,122.73405277729034,129.49296797811985,119.81289845705032,123.38957244157793,113.597953684628,140.38461312651634
511,22,7,110.83878326416016,73.539249575,137.36378610134125,123.85272777080536,125.73447895050047,119.50961256027222,108.58433550596236,145.77857422828674
512,22,8,118.40306854248048,73.539249575,107.6624701321125,124.96306085586548,96.61447793245316,124.2986936569214,98.06042504310608,117.19647479057312
513,22,9,111.86697387695312,73.539249575,99.90559673309326,102.31329822540285,94.6672134399414,107.53366541862488,73.85049432516098,110.00676488876344
514,22,10,111.32910919189452,73.539249575,74.60188055038452,84.635020673275,78.11932009458542,108.20494788885117,82.32695686817169,79.68541711568832
515,22,11,110.96002197265624,73.539249575,103.02295035123824,87.94077926874161,96.8098920583725,113.13564121723176,87.74414652585983,78.0128464102745
516,22,12,107.03858947753906,73.539249575,92.98132330179214,82.68863028287888,103.63622891902924,115.17483216524124,76.98042821884155,89.87126594781876
517,22,13,107.99138641357422,73.539249575,96.32220613956451,107.16677170991898,94.07519656419754,114.89599651098251,92.89033114910126,103.26367020606996
518,22,14,102.05574798583984,73.539249575,111.77988141775133,124.89799934625626,114.06536319851875,118.9038599729538,106.75029706954956,113.90960049629211
519,22,15,109.88351440429688,73.539249575,125.25078615546228,130.77820712327957,136.62910033762455,144.51472508907318,119.06177384406328,112.45761680975556
520,22,16,109.92438507080078,73.539249575,112.31922006607056,121.4979795217514,109.75254118442535,136.11398720741272,124.60138583183289,111.07202577590942
521,22,17,106.73605346679688,73.539249575,143.2258734703064,162.04220807552338,137.39504969120026,141.25695836544037,123.3172961473465,139.7509627342224
522,22,18,124.48311614990234,73.539249575,146.58100986480713,165.94934844970703,156.57477736473083,171.9835705757141,155.47218310832977,147.50806641578674
523,22,19,132.26776123046875,73.539249575,182.60779857635495,185.62050008773804,162.5531349182129,147.10729563236237,148.9103161096573,152.66764640808103
524,22,20,139.46983337402344,73.539249575,164.1259259581566,179.77501034736633,163.88419246673584,168.47251951694489,154.4580239057541,156.41848754882812
525,22,21,132.7042236328125,73.539249575,187.74231934547424,176.0164270401001,144.40751099586487,145.53376588225365,132.49868774414062,165.0977873802185
526,22,22,130.10325622558594,73.539249575,154.79303804039955,168.59924340248108,164.97995162010193,155.5919544696808,155.91015648841858,165.37374210357666
527,22,23,115.84906005859376,73.539249575,162.9792959690094,155.98486065864563,159.93646240234375,156.79994249343872,111.27074420452118,142.39618623256683
528,23,0,112.2405776977539,74.70000826425,147.7513964176178,138.07160985469818,159.5317633152008,158.57627761363983,135.63572531938553,153.49192428588867
529,23,1,114.59136199951172,74.70000826425,153.79222333431244,137.71265876293182,132.73627603054047,174.57968711853027,110.3388088941574,132.92525839805603
530,23,2,112.10700225830078,74.70000826425,137.68115830421448,117.98822355270386,149.99207305908203,162.56144618988037,121.12745827436449,149.33386945724487
531,23,3,116.7606430053711,74.70000826425,160.86594653129578,144.96860527992249,151.09622931480408,170.29523921012878,102.22086188197136,146.353004693985
532,23,4,122.89791870117188,74.70000826425,135.21907210350037,129.9694013595581,149.57350206375122,159.23016691207886,145.79226529598236,161.68289256095886
533,23,5,124.65522003173828,74.70000826425,160.8003933429718,145.33123111724854,150.51039576530457,157.3526816368103,151.6756535768509,164.92233836650848
534,23,6,131.12655639648438,74.70000826425,160.55518355965614,164.7375097796321,155.9362762272358,171.19930481910706,182.8952760696411,169.77979409694672
535,23,7,148.61151123046875,74.70000826425,123.58004224300385,140.6588270664215,140.03699031472206,126.06438627839088,149.8814893066883,147.88240388035774
536,23,8,135.62002563476562,74.70000826425,109.84416449069975,103.43628311157228,86.12840664386749,116.1016085743904,125.72289776802064,113.67574334144592
537,23,9,116.01163482666016,74.70000826425,80.40893316268921,106.51653754711153,112.67399311065674,106.29125666618349,71.04880982637405,105.61988830566406
538,23,10,109.59537506103516,74.70000826425,87.72066622972488,83.5437480211258,85.5274857878685,95.07249373197556,95.92445361614227,78.2260080575943
539,23,11,96.16411590576172,74.70000826425,83.45533430576324,92.48928785324097,74.58441019058228,87.05896508693695,57.61259490251541,69.3582535982132
540,23,12,89.39810943603516,74.70000826425,67.4383037686348,72.36197555065155,77.75547391176224,71.50961291790009,60.5453115105629,62.1325831413269
541,23,13,86.98684692382812,74.70000826425,93.1828896701336,77.7007645368576,64.80209317803383,87.9567883014679,69.0072511434555,103.1867807507515
542,23,14,92.1663589477539,74.70000826425,95.54642809927464,114.08034253120422,104.734259724617,98.95988315343855,74.85885947942734,92.72720840573312
543,23,15,94.53334045410156,74.70000826425,98.467773899436,99.45949436724186,99.30080598592758,114.35568679869176,104.29598799347878,101.06699085235596
544,23,16,90.68070220947266,74.70000826425,127.17075264453888,151.93352514505386,131.9679729938507,150.4663441181183,105.8005142211914,134.0057225227356
545,23,17,121.10255432128906,74.70000826425,129.71887516975403,129.13541531562805,145.44907653331757,144.09463262557983,114.77134203910828,127.19164431095123
546,23,18,108.2127456665039,74.70000826425,97.31595933437347,119.90860962867735,96.70684057474136,107.46035194396973,116.28704059123991,119.23740804195404
547,23,19,97.61748504638672,74.70000826425,118.67184591293336,121.1587523818016,125.1564337015152,108.79226422309875,114.91237047314644,125.34642708301544
548,23,20,106.6885986328125,74.70000826425,117.49746763706209,133.72182750701904,154.01569271087646,133.1741240024567,141.83108055591583,136.20125567913055
549,23,21,107.32301330566406,74.70000826425,112.46581768989564,110.38683092594148,118.24147832393646,93.02150028944016,103.95190405845642,123.06350028514862
550,23,22,86.26231384277344,74.70000826425,97.77612709999084,103.06871157884598,113.46598958969116,103.38529765605928,122.52176189422607,107.34648180007936
551,23,23,75.71248626708984,74.70000826425,98.807537317276,93.93919277191162,97.0465965270996,90.48685604333878,91.79706287384032,98.66028499603271
552,24,0,65.85944366455078,56.39540272062501,80.29536175727844,88.64041781425476,85.92304536700249,98.5166620016098,107.22901618480682,91.8323825597763
553,24,1,62.86289978027344,56.39540272062501,104.28695511817932,71.9575138092041,92.8196233510971,92.1668426990509,100.95739686489104,74.82320374250412
554,24,2,60.6605339050293,56.39540272062501,106.07898879051208,93.46580812335014,88.18942540884018,93.93506956100464,103.91945612430573,93.6998289823532
555,24,3,63.22798156738281,56.39540272062501,112.82044345140456,91.2597954273224,92.3480167388916,100.16613042354584,93.79162287712096,94.8100882768631
556,24,4,58.90158081054688,56.39540272062501,89.21796214580536,83.39942261576653,82.2497669160366,87.55369544029236,85.26577109098434,88.63606798648834
557,24,5,62.85601425170898,56.39540272062501,91.45147043466568,94.28909930586816,98.487664103508,89.46829378604889,77.83382087945938,108.23853719234468
558,24,6,65.99434661865234,56.39540272062501,105.629286326468,107.21191047877072,108.76816603541374,99.53018802404404,92.28016412258148,112.46152871847153
559,24,7,85.13560485839844,56.39540272062501,114.9165712594986,116.8336769938469,115.15974225103857,104.83456471562386,84.76929587125778,122.40425950288773
560,24,8,103.64185333251952,56.39540272062501,89.87658056616783,87.2145836353302,72.90165558457375,76.8582678437233,58.86675316095352,91.83937191963196
561,24,9,89.80916595458984,56.39540272062501,91.5854988694191,78.37400007247925,86.29439264535904,80.7756267786026,55.23947542905808,79.38525375723839
562,24,10,88.96810913085938,56.39540272062501,88.92505046725273,90.1512287259102,86.27301207184792,80.54722610116005,58.60215929150581,66.51160225272179
563,24,11,90.45672607421876,56.39540272062501,89.6827861070633,68.65152895450592,67.06031382083893,70.37923341989517,36.01186218857765,54.96822252869606
564,24,12,79.5216064453125,56.39540272062501,39.18912959098816,22.35111773014069,39.33553731441498,29.00446081161499,10.837007462978365,14.04737412929535
565,24,13,73.46109008789062,56.39540272062501,18.332122921943665,18.24830746650696,15.72419023513794,33.056227922439575,-18.01204204559326,-3.0755244493484497
566,24,14,73.34927368164062,56.39540272062501,22.984766125679016,29.01377248764038,21.04348373413086,40.81595516204834,47.38470387458801,33.10102331638336
567,24,15,71.1850814819336,56.39540272062501,67.17335891723633,95.63454309105872,93.91720268130302,88.6642472743988,80.15313363075256,59.60179263353348
568,24,16,82.52947235107422,56.39540272062501,101.15366271138193,99.68487614393234,126.06132486462592,108.38854932785034,100.03739655017851,101.16182643175124
569,24,17,89.41136169433594,56.39540272062501,101.26490443944932,137.18033599853516,104.12523007392883,110.72967541217804,111.24007093906404,111.62444019317628
570,24,18,88.53309631347656,56.39540272062501,126.34468412399292,142.7315013408661,121.34764832258224,136.58855962753296,122.91703939437866,128.8537653684616
571,24,19,99.4882583618164,56.39540272062501,131.74593526124954,133.92398899793625,124.13328170776369,126.84799885749815,129.69459027051926,137.19264423847198
572,24,20,107.50324249267578,56.39540272062501,118.50224006175996,140.8924561738968,119.35457170009612,115.56149399280548,125.2110240459442,137.67764580249786
573,24,21,94.27462768554688,56.39540272062501,124.93161204457284,128.27738165855408,122.46615481376648,123.837471306324,128.06985077261925,142.06759333610535
574,24,22,97.7852020263672,56.39540272062501,124.61226785182951,129.26201447844505,137.9632728099823,119.74162411689758,110.5452874302864,142.7037980556488
575,24,23,98.31410217285156,56.39540272062501,118.32433903217316,114.6319019794464,108.15561437606812,131.7539323568344,85.07962244749069,124.80225086212158
576,25,0,87.10909271240234,67.16472042141667,127.04466581344604,124.69879710674286,126.49085545539856,125.77676180005074,99.51914501190186,125.3461742401123
577,25,1,89.89289855957031,67.16472042141667,126.16464948654176,113.1136702299118,109.7463082075119,136.87286067008972,113.41574597358704,117.1028983592987
578,25,2,85.93340301513672,67.16472042141667,119.41520345211028,131.67659521102905,118.42379814386368,131.903728723526,107.1386152803898,129.1103673577309
579,25,3,88.33749389648438,67.16472042141667,119.90146708488464,106.9084419608116,104.53779220581056,122.89385879039764,115.956863373518,135.33477425575256
580,25,4,85.27574920654297,67.16472042141667,112.39517998695374,107.25622284412384,109.37751159071922,121.53438782691956,107.38275289535522,120.27865421772005
581,25,5,87.04588317871094,67.16472042141667,103.85856807231904,120.32496646046638,118.07853227853776,103.32647740840912,93.55261480808258,120.25946778059006
582,25,6,87.20769500732422,67.16472042141667,104.96133533120155,117.06173813343048,93.94576740637422,117.63288152217864,114.6115533709526,122.62425369024275
583,25,7,100.35460662841795,67.16472042141667,116.13921692967416,122.61581325531006,112.50575312972067,107.6367050409317,102.4589841067791,135.37521544098854
584,25,8,114.90428924560548,67.16472042141667,99.31930500268936,111.24109935760498,93.4368905723095,124.85884928703308,61.3927039206028,119.78794637322426
585,25,9,108.09102630615234,67.16472042141667,108.65323579311372,94.67927646636964,119.06849181652068,109.68993175029756,83.49002873897552,117.22674429416656
586,25,10,103.50526428222656,67.16472042141667,115.75149524211884,108.96535348892212,94.87512232363224,130.99140810966492,96.20760688185692,104.87939997017384
587,25,11,102.15574645996094,67.16472042141667,109.76702296733856,123.70342969894408,126.31408724188805,118.12220922112463,78.70300540328026,129.52374649047852
588,25,12,110.95812225341795,67.16472042141667,81.49042797088623,95.5186034142971,111.69220966100691,123.02819919586182,79.4841459095478,110.94354057312012
589,25,13,95.92401123046876,67.16472042141667,99.363856472075,114.21932756900787,92.6909287571907,119.51513919234276,69.30086326599121,105.94194427132608
590,25,14,93.8602066040039,67.16472042141667,105.54665994644164,103.86631464958192,112.14709320664406,120.44087952375412,115.26802361011504,100.65901744365692
591,25,15,97.7287826538086,67.16472042141667,131.40006330609322,116.15167260169984,122.94261821359396,120.69552537798882,103.25539810955524,124.0448481440544
592,25,16,105.70806121826172,67.16472042141667,116.79294204711914,111.8315789103508,115.01448851823808,119.43759512901306,104.17160224914552,115.26055008172987
593,25,17,100.30870056152344,67.16472042141667,118.76481652259828,131.69423055648804,114.52164256572723,116.23500883579254,101.5511771440506,110.45668816566469
594,25,18,100.8327178955078,67.16472042141667,111.84547019004822,122.09235662221909,136.5748479962349,108.29903423786163,118.80497270822524,89.44789516925812
595,25,19,97.7572250366211,67.16472042141667,113.62467789649963,125.3632475733757,134.2230441570282,104.4829604625702,117.27731513977052,96.53120255470276
